1,-1,-1,-1,-1
2,1,0,19.05,0
3,2,0,5.4864,-100
4,3,0,15.5448,100
5,4,0,27.432,-90
6,5,0,10.668,80
7,6,0,35.6616,-50
8,7,0,5.4864,50
9,8,0,15.5448,0
10,9,0,3.6576,-75
11,10,0,29.2608,75
